BDCAIREAGUA,BDCAIREAGUA,BDCAIREAGUA,BDCAIREAGUA,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR
SIS5_EQ1_EQ_ED_AireAgua_BDC-ACS-Defecto,SIS5_EQ1_EQ_ED_AireAgua_BDC-ACS-Defecto,SIS5_EQ1_EQ_ED_AireAgua_BDC-ACS-Defecto,SIS5_EQ1_EQ_ED_AireAgua_BDC-ACS-Defecto,SIS6_EQ1_EQ_ED_UnidadExterior-Defecto,SIS6_EQ1_EQ_ED_UnidadExterior-Defecto,SIS6_EQ1_EQ_ED_UnidadExterior-Defecto,SIS6_EQ1_EQ_ED_UnidadExterior-Defecto,SIS2_EQ1_EQ_ED_UnidadExterior-Defecto,SIS2_EQ1_EQ_ED_UnidadExterior-Defecto,SIS2_EQ1_EQ_ED_UnidadExterior-Defecto,SIS2_EQ1_EQ_ED_UnidadExterior-Defecto,SIS3_EQ2_EQ_ED_UnidadExterior-Defecto,SIS3_EQ2_EQ_ED_UnidadExterior-Defecto,SIS3_EQ2_EQ_ED_UnidadExterior-Defecto,SIS3_EQ2_EQ_ED_UnidadExterior-Defecto,SIS4_EQ3_EQ_ED_UnidadExterior-Defecto,SIS4_EQ3_EQ_ED_UnidadExterior-Defecto,SIS4_EQ3_EQ_ED_UnidadExterior-Defecto,SIS4_EQ3_EQ_ED_UnidadExterior-Defecto
ConsumoACS,ConsumoCAL,ConsumoREF,Energía Suministrada,conCal,conRef,potCal,potTotRef,conCal,conRef,potCal,potTotRef,conCal,conRef,potCal,potTotRef,conCal,conRef,potCal,potTotRef
Consumo horario en W asociado a ACS (prorrateando con la demanda),Consumo horario en W asociado a la calefacción (prorrateando con la demanda),Consumo horario en W asociado a refrigeración,Energía Suministrada en W,Consumo horario eléctrico en W para producir calefacción,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para calefacción,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir calefacción,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para calefacción,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir calefacción,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para calefacción,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir calefacción,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para calefacción,Potencia horaria entregada W para refrigeración
Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad
883.02 ,  0.00 ,  0.00 , 2752.78 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
885.14 ,  0.00 ,  0.00 , 2752.78 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
742.03 ,  0.00 ,  0.00 , 2293.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
743.84 ,  0.00 ,  0.00 , 2293.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
150.04 ,  0.00 ,  0.00 , 458.80 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
152.30 ,  0.00 ,  0.00 , 458.80 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
456.89 ,  0.00 ,  0.00 , 1376.39 , 7735.68 ,  0.00 , 29412.15 ,  0.00 , 7100.18 ,  0.00 , 26413.50 ,  0.00 , 7391.00 ,  0.00 , 27786.52 ,  0.00 , 8881.11 ,  0.00 , 34787.52 ,  0.00 
1522.96 ,  0.00 ,  0.00 , 4587.97 , 5309.07 ,  0.00 , 17968.63 ,  0.00 , 4589.28 ,  0.00 , 14602.86 ,  0.00 , 4649.79 ,  0.00 , 14884.79 ,  0.00 , 5292.37 ,  0.00 , 17890.29 ,  0.00 
1063.36 ,  0.00 ,  0.00 , 3211.58 , 5192.41 ,  0.00 , 17561.27 ,  0.00 , 4500.72 ,  0.00 , 14307.98 ,  0.00 , 4556.71 ,  0.00 , 14570.38 ,  0.00 , 5165.84 ,  0.00 , 17435.88 ,  0.00 
1054.12 ,  0.00 ,  0.00 , 3211.58 , 4839.91 ,  0.00 , 16318.26 ,  0.00 , 4170.58 ,  0.00 , 13112.45 ,  0.00 , 4222.59 ,  0.00 , 13360.54 ,  0.00 , 4791.01 ,  0.00 , 16083.18 ,  0.00 
885.14 ,  0.00 ,  0.00 , 2752.78 , 4017.41 ,  0.00 , 13166.76 ,  0.00 , 3365.20 ,  0.00 , 9919.84 ,  0.00 , 3412.92 ,  0.00 , 10156.17 ,  0.00 , 3920.79 ,  0.00 , 12683.56 ,  0.00 
870.76 ,  0.00 ,  0.00 , 2752.78 , 3583.17 ,  0.00 , 11558.06 ,  0.00 , 2959.95 ,  0.00 , 8353.50 ,  0.00 , 3003.18 ,  0.00 , 8574.55 ,  0.00 , 3471.49 ,  0.00 , 10981.07 ,  0.00 
719.85 ,  0.00 ,  0.00 , 2293.98 , 3420.13 ,  0.00 , 10974.47 ,  0.00 , 2827.37 ,  0.00 , 7876.70 ,  0.00 , 2867.85 ,  0.00 , 8087.09 ,  0.00 , 3317.89 ,  0.00 , 10437.60 ,  0.00 
715.81 ,  0.00 ,  0.00 , 2293.98 , 3009.03 ,  0.00 , 8971.98 ,  0.00 , 2477.74 ,  0.00 , 6181.51 ,  0.00 , 2517.67 ,  0.00 , 6390.06 ,  0.00 , 2888.15 ,  0.00 , 8334.32 ,  0.00 
568.20 ,  0.00 ,  0.00 , 1835.19 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
428.52 ,  0.00 ,  0.00 , 1376.39 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
574.56 ,  0.00 ,  0.00 , 1835.19 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
579.16 ,  0.00 ,  0.00 , 1835.19 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
728.12 ,  0.00 ,  0.00 , 2293.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1019.37 ,  0.00 ,  0.00 , 3211.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
880.92 ,  0.00 ,  0.00 , 2752.78 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
880.92 ,  0.00 ,  0.00 , 2752.78 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
735.85 ,  0.00 ,  0.00 , 2293.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
740.23 ,  0.00 ,  0.00 , 2293.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
148.41 ,  0.00 ,  0.00 , 458.80 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
151.91 ,  0.00 ,  0.00 , 458.80 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
455.73 ,  0.00 ,  0.00 , 1376.39 , 8081.15 ,  0.00 , 31270.75 ,  0.00 , 7448.28 ,  0.00 , 28269.22 ,  0.00 , 7753.59 ,  0.00 , 29718.49 ,  0.00 , 9252.66 ,  0.00 , 36785.63 ,  0.00 
1528.68 ,  0.00 ,  0.00 , 4587.97 , 5605.01 ,  0.00 , 19164.52 ,  0.00 , 4857.86 ,  0.00 , 15691.97 ,  0.00 , 4923.56 ,  0.00 , 15996.34 ,  0.00 , 5570.25 ,  0.00 , 19002.48 ,  0.00 
1070.07 ,  0.00 ,  0.00 , 3211.58 , 5514.72 ,  0.00 , 18743.69 ,  0.00 , 4794.82 ,  0.00 , 15400.16 ,  0.00 , 4855.99 ,  0.00 , 15683.32 ,  0.00 , 5472.79 ,  0.00 , 18548.36 ,  0.00 
1060.67 ,  0.00 ,  0.00 , 3211.58 , 5196.93 ,  0.00 , 17722.27 ,  0.00 , 4506.42 ,  0.00 , 14451.99 ,  0.00 , 4562.88 ,  0.00 , 14718.45 ,  0.00 , 5141.26 ,  0.00 , 17457.75 ,  0.00 
903.53 ,  0.00 ,  0.00 , 2752.78 , 4930.70 ,  0.00 , 16755.10 ,  0.00 , 4262.78 ,  0.00 , 13552.40 ,  0.00 , 4315.48 ,  0.00 , 13804.11 ,  0.00 , 4865.83 ,  0.00 , 16442.96 ,  0.00 
895.81 ,  0.00 ,  0.00 , 2752.78 , 4511.50 ,  0.00 , 15123.17 ,  0.00 , 3858.42 ,  0.00 , 11940.60 ,  0.00 , 3907.01 ,  0.00 , 12176.33 ,  0.00 , 4422.22 ,  0.00 , 14686.37 ,  0.00 
735.85 ,  0.00 ,  0.00 , 2293.98 , 4054.40 ,  0.00 , 13452.46 ,  0.00 , 3424.74 ,  0.00 , 10295.56 ,  0.00 , 3468.48 ,  0.00 , 10513.78 ,  0.00 , 3949.68 ,  0.00 , 12925.20 ,  0.00 
731.55 ,  0.00 ,  0.00 , 2293.98 , 3854.95 ,  0.00 , 12662.18 ,  0.00 , 3248.66 ,  0.00 , 9589.58 ,  0.00 , 3289.17 ,  0.00 , 9793.81 ,  0.00 , 3756.14 ,  0.00 , 12159.26 ,  0.00 
585.24 ,  0.00 ,  0.00 , 1835.19 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
438.93 ,  0.00 ,  0.00 , 1376.39 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
588.68 ,  0.00 ,  0.00 , 1835.19 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
590.10 ,  0.00 ,  0.00 , 1835.19 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
743.84 ,  0.00 ,  0.00 , 2293.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1047.69 ,  0.00 ,  0.00 , 3211.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
900.25 ,  0.00 ,  0.00 , 2752.78 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
908.08 ,  0.00 ,  0.00 , 2752.78 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
758.65 ,  0.00 ,  0.00 , 2293.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
765.40 ,  0.00 ,  0.00 , 2293.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
153.48 ,  0.00 ,  0.00 , 458.80 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
158.84 ,  0.00 ,  0.00 , 458.80 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
476.53 ,  0.00 ,  0.00 , 1376.39 , 10454.83 ,  0.00 , 37435.95 ,  0.00 , 9802.31 ,  0.00 , 34731.97 ,  0.00 , 10178.19 ,  0.00 , 36292.69 ,  0.00 , 11949.88 ,  0.00 , 43519.04 ,  0.00 
1603.82 ,  0.00 ,  0.00 , 4587.97 , 7073.74 ,  0.00 , 22573.91 ,  0.00 , 6202.33 ,  0.00 , 18979.94 ,  0.00 , 6277.06 ,  0.00 , 19287.66 ,  0.00 , 7014.04 ,  0.00 , 22327.44 ,  0.00 
1122.67 ,  0.00 ,  0.00 , 3211.58 , 6950.99 ,  0.00 , 22067.14 ,  0.00 , 6113.05 ,  0.00 , 18612.43 ,  0.00 , 6182.77 ,  0.00 , 18899.38 ,  0.00 , 6884.15 ,  0.00 , 21791.23 ,  0.00 
1104.42 ,  0.00 ,  0.00 , 3211.58 , 5859.57 ,  0.00 , 18474.34 ,  0.00 , 5050.03 ,  0.00 , 15011.35 ,  0.00 , 5113.63 ,  0.00 , 15282.47 ,  0.00 , 5735.04 ,  0.00 , 17940.10 ,  0.00 
929.23 ,  0.00 ,  0.00 , 2752.78 , 5439.08 ,  0.00 , 17648.14 ,  0.00 , 4683.67 ,  0.00 , 14266.38 ,  0.00 , 4741.40 ,  0.00 , 14523.84 ,  0.00 , 5310.60 ,  0.00 , 17071.23 ,  0.00 
915.04 ,  0.00 ,  0.00 , 2752.78 , 4866.43 ,  0.00 , 15800.93 ,  0.00 , 4144.83 ,  0.00 , 12461.25 ,  0.00 , 4198.07 ,  0.00 , 12706.56 ,  0.00 , 4722.63 ,  0.00 , 15132.99 ,  0.00 
746.65 ,  0.00 ,  0.00 , 2293.98 , 4073.55 ,  0.00 , 12938.30 ,  0.00 , 3380.38 ,  0.00 , 9594.43 ,  0.00 , 3429.12 ,  0.00 , 9828.29 ,  0.00 , 3902.54 ,  0.00 , 12109.82 ,  0.00 
735.98 ,  0.00 ,  0.00 , 2293.98 , 3222.78 ,  0.00 , 9256.02 ,  0.00 , 2706.65 ,  0.00 , 6712.49 ,  0.00 , 2745.07 ,  0.00 , 6900.90 ,  0.00 , 3078.03 ,  0.00 , 8540.00 ,  0.00 
583.96 ,  0.00 ,  0.00 , 1835.19 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
437.97 ,  0.00 ,  0.00 , 1376.39 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
587.38 ,  0.00 ,  0.00 , 1835.19 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
590.86 ,  0.00 ,  0.00 , 1835.19 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
744.82 ,  0.00 ,  0.00 , 2293.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1051.70 ,  0.00 ,  0.00 , 3211.58 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
901.46 ,  0.00 ,  0.00 , 2752.78 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
909.33 ,  0.00 ,  0.00 , 2752.78 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
757.77 ,  0.00 ,  0.00 , 2293.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
762.54 ,  0.00 ,  0.00 , 2293.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
153.30 ,  0.00 ,  0.00 , 458.80 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
156.73 ,  0.00 ,  0.00 , 458.80 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
474.62 ,  0.00 ,  0.00 , 1376.39 , 9684.32 ,  0.00 , 34601.83 ,  0.00 , 9000.60 ,  0.00 , 31713.68 ,  0.00 , 9370.10 ,  0.00 , 33277.25 ,  0.00 , 11240.40 ,  0.00 , 41072.68 ,  0.00 
1577.74 ,  0.00 ,  0.00 , 4587.97 , 6407.66 ,  0.00 , 20830.13 ,  0.00 , 5573.17 ,  0.00 , 17246.45 ,  0.00 , 5644.11 ,  0.00 , 17550.35 ,  0.00 , 6420.04 ,  0.00 , 20883.43 ,  0.00 
1104.42 ,  0.00 ,  0.00 , 3211.58 , 6303.94 ,  0.00 , 20383.84 ,  0.00 , 5500.22 ,  0.00 , 16934.15 ,  0.00 , 5566.33 ,  0.00 , 17217.18 ,  0.00 , 6308.71 ,  0.00 , 20404.34 ,  0.00 
1101.41 ,  0.00 ,  0.00 , 3211.58 , 6133.61 ,  0.00 , 19823.96 ,  0.00 , 5359.87 ,  0.00 , 16480.84 ,  0.00 , 5421.82 ,  0.00 , 16747.79 ,  0.00 , 6132.64 ,  0.00 , 19819.76 ,  0.00 
926.79 ,  0.00 ,  0.00 , 2752.78 , 5526.10 ,  0.00 , 18191.17 ,  0.00 , 4790.62 ,  0.00 , 14871.29 ,  0.00 , 4847.00 ,  0.00 , 15124.87 ,  0.00 , 5500.47 ,  0.00 , 18075.11 ,  0.00 
926.79 ,  0.00 ,  0.00 , 2752.78 , 5423.25 ,  0.00 , 17725.55 ,  0.00 , 4708.66 ,  0.00 , 14502.87 ,  0.00 , 4762.35 ,  0.00 , 14744.19 ,  0.00 , 5400.49 ,  0.00 , 17622.59 ,  0.00 
765.40 ,  0.00 ,  0.00 , 2293.98 , 5151.45 ,  0.00 , 16951.94 ,  0.00 , 4464.36 ,  0.00 , 13788.65 ,  0.00 , 4514.56 ,  0.00 , 14018.89 ,  0.00 , 5128.68 ,  0.00 , 16846.76 ,  0.00 
