CALDERA,CALDERA,CALDERA
SIS2_EQ1_EQ_Caldera-Biomasa-Defecto,SIS2_EQ1_EQ_Caldera-Biomasa-Defecto,SIS2_EQ1_EQ_Caldera-Biomasa-Defecto
ConsumoACS,ConsumoCAL,Energía Suministrada
Consumo horario en W asociado a ACS (prorrateando con la demanda),Consumo horario en W asociado a la calefacción (prorrateando con la demanda),Energía Suministrada en W
Biomasa densificada (pelets),Biomasa densificada (pelets),Biomasa densificada (pelets)
 0.00 , 2954.27 , 2030.31 
 0.00 , 2929.75 , 2012.92 
 0.00 , 3175.31 , 2187.49 
 0.00 , 3421.07 , 2363.15 
 0.00 , 3348.95 , 2311.50 
 0.00 , 3473.25 , 2400.56 
3868.03 , 3393.67 , 5955.53 
 0.00 , 2972.90 , 2043.53 
 0.00 , 2925.69 , 2010.04 
 0.00 , 2889.58 , 1984.45 
 0.00 , 2858.70 , 1962.58 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 417.37 , 279.11 
 0.00 , 898.74 , 604.11 
 0.00 , 10303.58 , 7698.28 
 0.00 , 4396.99 , 3070.13 
4146.53 , 4137.03 , 6760.81 
 0.00 , 3990.13 , 2773.54 
 0.00 , 3701.31 , 2564.61 
 0.00 , 3352.10 , 2313.75 
 0.00 , 2899.78 , 1991.67 
 0.00 , 2670.75 , 1829.80 
 0.00 , 2954.95 , 2030.78 
 0.00 , 3137.76 , 2160.73 
 0.00 , 3242.75 , 2235.60 
 0.00 , 3141.66 , 2163.51 
 0.00 , 2744.91 , 1882.13 
3818.15 , 2681.16 , 5396.92 
 0.00 , 2718.93 , 1863.79 
 0.00 , 2686.91 , 1841.19 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 808.34 , 542.82 
 0.00 , 1243.18 , 838.71 
 0.00 , 10496.02 , 7860.00 
 0.00 , 4699.34 , 3292.27 
 0.00 , 2617.18 , 1792.06 
 0.00 , 1612.33 , 1092.08 
4106.82 , 703.46 , 4291.84 
 0.00 , 89.94 , 59.94 
 0.00 , 74.42 , 49.59 
 0.00 , 84.09 , 56.04 
 0.00 , 128.61 , 85.75 
 0.00 , 270.09 , 180.33 
 0.00 , 668.68 , 448.37 
 0.00 , 1355.22 , 915.40 
 0.00 , 1522.25 , 1030.06 
 0.00 , 1616.80 , 1095.16 
 0.00 , 1704.71 , 1155.80 
3762.65 , 1783.39 , 4713.23 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 34.72 , 23.13 
 0.00 , 10295.06 , 7691.14 
 0.00 , 4196.13 , 2923.37 
 0.00 , 2205.85 , 1503.68 
 0.00 , 1453.98 , 983.15 
 0.00 , 355.45 , 237.54 
 0.00 , 23.55 , 15.68 
4059.27 ,  0.00 , 3775.13 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  3.09 ,  2.06 
 0.00 , 295.84 , 197.59 
 0.00 , 790.77 , 530.92 
 0.00 , 1192.68 , 804.21 
 0.00 , 1295.83 , 874.72 
 0.00 , 1392.89 , 941.22 
 0.00 , 1484.45 , 1004.08 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
3947.68 ,  0.00 , 3671.34 
 0.00 , 9368.60 , 6922.95 
 0.00 , 3399.27 , 2347.53 
 0.00 , 2728.96 , 1870.87 
 0.00 , 1321.67 , 892.41 
 0.00 , 1015.60 , 683.51 
 0.00 , 1185.01 , 798.97 
 0.00 , 933.11 , 627.44 
 0.00 , 166.11 , 110.79 
 0.00 , 228.88 , 152.75 
3886.51 , 885.22 , 4210.34 
 0.00 , 1345.81 , 908.95 
 0.00 , 1724.39 , 1169.39 
 0.00 , 1345.32 , 908.61 
 0.00 , 1403.95 , 948.81 
 0.00 , 1399.28 , 945.61 
 0.00 , 1460.74 , 987.79 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
3831.52 , 8853.59 , 10179.95 
 0.00 , 3206.23 , 2209.54 
 0.00 , 2992.91 , 2057.73 
 0.00 , 2723.61 , 1867.09 
 0.00 , 2339.83 , 1597.33 
 0.00 , 1958.50 , 1331.50 
 0.00 , 1590.26 , 1076.87 
 0.00 , 1670.41 , 1132.12 
 0.00 , 1778.44 , 1206.74 
 0.00 , 1915.93 , 1301.96 
 0.00 , 2122.85 , 1445.81 
3868.03 , 2110.06 , 5039.69 
 0.00 , 1698.16 , 1151.27 
 0.00 , 1728.36 , 1172.13 
 0.00 , 1773.03 , 1203.00 
 0.00 , 1823.36 , 1237.82 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 10194.84 , 7607.23 
 0.00 , 4187.29 , 2916.93 
